,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
667,JW4234,JW0687,JW2579,JW4233,,,JW5087,JW5129,JW5195,JW5230,JW5260,JW5290
668,yjgX,kdpF,pheL,yjgW,,,citF,mgsA,tonB,yncN,ynfF,ydjK
669,JW4242,JW1219,JW2878,JW4246,JW5027,JW5049,JW5092,,JW5199,,JW5261,JW5293
670,yjhE,tpr,zapA,yjhV,mmuP,ykiB,gltI,,yciX,,ynfH,yeaV
671,,JW1257,JW3642,JW5001,,JW5054,JW5100,JW5141,JW5201,,JW5264,JW5294
672,,trpL,uhpC,htgA,,psiF,tolB,ycdN,puuA,,ynfK,yeaW
673,JW4302,JW1390,JW3685,JW5004,,JW5061,JW5104,,JW5203,JW5242,,JW5298
674,yjiQ,paaH,tnaC,caiE,,mdlB,ybhF,,ymjB,yddA,,yobH
675,,JW1607,JW3739,,JW5034,,JW5117,JW5156,JW5209,JW5244,JW5271,JW5299
676,,uidC,ilvL,,ykgM,,hcr,plsX,sieB,yneL,ydhX,yebQ
677,,JW1705,,JW5011,JW5035,JW5072,JW5118,,JW5218,JW5251,JW5911,
678,,pheM,,ligT,ykgM,sfmF,dmsA,,paaK,ynfO,yniD,
679,JW0057,,JW3997,JW5018,JW5040,,JW5121,JW5182,JW5225,JW5254,JW5282,JW5313
680,rluA,,malM,mltD,ykgC,,ssuC,dsbB,hokB,ynfN,astD,yedO
681,,JW2000,,,JW5046,JW5078,JW5122,,JW5227,JW5257,JW5286,JW5913
682,,hisL,,,mhpT,nmpC,ycbQ,,yncK,ynfP,ynjD,intG
686,JW5316,JW5343,JW5368,JW5401,,JW5923,JW5482,JW5494,JW5510,JW5528,JW5545,JW5557
687,fliO,gatY,yojL,guaB,,ygfK,speC,hybB,ygjG,yraR,yhdY,yijE
688,,JW5915,JW5374,,JW5449,JW5469,JW5924,JW5926,JW5513,JW5533,JW5546,JW5560
689,,molR,menD,,amiC,ygfT,yghE,yghX,ygjO,yhbC,zraP,kdgT
690,,,JW5387,JW5413,,JW5470,JW5484,JW5496,JW5514,JW5534,JW5547,JW5562
691,,,torI,rimM,,ygfU,yghF,yghY,ygjP,yhbX,nfi,frvB
692,JW5328,JW5359,,,JW5453,,,,JW5515,JW5538,JW5549,JW5929
693,yoeF,yeiS,,,yqeF,,,,alx,nanK,thiG,yiiE
694,JW5330,,JW5394,JW5421,JW5459,JW5473,JW5490,JW5499,JW5516,JW5539,JW5551,
695,yeeF,,ucpA,ypjJ,ygeM,ygfB,yghQ,dkgA,yqjC,yhcB,sthA,
696,JW5331,JW5363,JW5397,JW5425,JW5462,,JW5491,JW5927,JW5519,JW5540,JW5553,JW5566
697,yoeB,bcr,hda,ygaQ,xdhA,,yghS,ygiB,yhaO,yhcN,argB,yihX
698,,JW5366,,,JW5463,JW5479,JW5492,JW5505,JW5526,JW5543,,JW5567
699,,ccmA,,,ygeW,yggU,yghU,yqiC,garR,yhdJ,,yihW
700,,JW5367,JW5399,JW5446,JW5464,,JW5493,JW5508,JW5527,JW5544,JW5555,JW5568
701,,napB,yfgG,exo,yqeC,,hybF,yqiH,agaA,yhdX,ptsA,yihV
705,JW5569,JW5590,JW5613,JW5636,JW5650,,JW5669,JW5680,,JW5705,JW5716,JW5730
706,yihS,yigG,yieK,yicO,sgbU,,hdeB,yhhT,,gspL,yjbO,eptA
707,,,,JW5637,JW5651,,JW5670,JW5945,JW5696,JW5706,,JW5731
708,,,,yicN,yiaN,,yhiD,yhhS,yhfY,gspI,,adiA
709,JW5571,JW5601,,JW5641,JW5654,JW5663,JW5672,JW5682,JW5697,JW5949,JW5718,JW5732
710,bipA,wzzE,,ttk,yiaB,bcsF,yhiQ,dcrB,yhfU,yrdD,yjcB,yjdO
711,,,JW5631,JW5643,JW5655,JW5941,JW5674,JW5683,JW5698,JW5711,,JW5734
712,,,cbrA,yicR,yiaF,yhjQ,yhiK,yhhL,frlR,yjbF,,dipZ
713,JW5574,JW5605,,JW5644,JW5656,JW5665,,,JW5700,,,JW5735
714,yihF,ilvD,,htrL,tiaE,bcsA,,,frlB,,,dcuA
715,JW5580,JW5609,JW5633,JW5645,JW5940,JW5942,JW5676,JW5691,JW5701,JW5713,JW5721,JW5736
716,tatB,trkD,yidQ,yibQ,bisC,bcsC,rbbA,gntX,yhfK,ubiC,yjcS,yjeI
717,JW5588,JW5611,JW5634,JW5648,JW5659,JW5943,JW5677,JW5692,JW5703,JW5714,,JW5737
718,yigI,atpI,emrD,yiaY,yhjY,yhjK,yhhJ,hslO,yheO,zur,,ecnA
719,JW5589,JW5612,,,JW5660,JW5668,,JW5694,JW5704,JW5950,JW5729,JW5738
720,rarD,yieL,,,eptB,kdgK,,yrfA,gspM,yjbN,yjcZ,sugE
724,JW5739,,JW5764,JW5778,JW5791,JW5801,JW5925,JW5576,JW5627,JW5954,JW5010,JW5022
725,yjeM,,yjgX,yjhA,yjiY,yjjX,yghJ,trkH,dgoR,yjiV,yadD,yafX
726,JW5741,JW5753,,JW5779,JW5793,JW0478,JW5487,JW5931,JW5628,JW5213,JW5012,JW5023
727,rnr,ytfT,,fimI,yjjN,ybbK,glcE,tatD,dgoA,rzoR,clcA,ykfF
728,JW5743,JW5754,,,JW5794,JW2879,JW5500,,JW5629,,JW5013,
729,yjfO,yjfF,,,mdoB,ygfA,yqhG,,dgoD,,cdaR,
730,JW5744,JW5756,JW5768,JW5782,JW5795,JW4263,JW5501,JW5585,JW5699,JW5382,JW5014,JW5030
731,ulaA,yjgK,yjhB,yjiD,yjjA,sgcE,ygiQ,rhtB,frlC,yfdI,yaeI,yagV
732,JW5745,JW5757,JW5769,JW5783,JW5796,JW5429,JW5509,JW5586,JW5708,,JW5016,JW5031
733,ytfB,yjgL,yjhC,yjiH,yjjP,srlA,yqiI,rhtC,smf,,yaeF,ykgK
734,JW5746,JW5758,JW5770,JW5784,JW5797,JW5430,JW5518,JW5591,,JW5946,JW5017,JW5033
735,fklB,yjgM,yjhD,kptA,yjjZ,srlE,yhaM,yigE,,gntR,yafD,ykgL
736,JW5747,JW5759,JW5952,JW5785,,JW5467,JW5520,JW5596,JW5748,JW5005,JW5019,JW5037
737,ytfH,yjgN,yjhU,yjiL,,ygfQ,tdcG,rffT,ytfI,yabI,yafV,ykgA
738,JW5749,JW5763,JW5775,JW5786,,JW5477,JW5558,JW5610,JW5752,JW5008,JW5020,JW5039
739,ytfK,yjgX,yjhH,yjiM,,yggP,cpxP,yieM,ytfR,yacG,fadE,ykgI
743,JW5042,JW5059,JW5082,JW5098,,JW5126,JW5139,JW5158,JW5173,JW5187,JW5208,
744,ykgG,yajR,cusS,ybgO,,ycbX,ycdL,ycfP,icdC,dhaK,lar,
745,JW5893,JW5062,JW5083,JW5099,JW5113,JW5127,JW5147,JW5159,JW5174,JW5196,JW5210,JW5224
746,yahH,ylaB,ybdF,ybgQ,ybjI,ymbA,ycdZ,ycfQ,ycgG,yciO,ydaG,cybB
747,JW5044,JW5063,JW5086,JW5102,JW5114,JW5128,JW5150,,JW5901,JW5197,JW5211,JW5226
748,yahM,ylaC,fepA,ybhT,ybjK,yccS,ymdC,,ycgH,yciQ,ydaW,ydcI
749,,JW5066,JW5090,JW5103,JW5116,JW5130,JW5151,JW5164,JW5178,JW5200,,JW5228
750,,ybbM,ybeB,ybhJ,ybjT,yccU,yceK,ymfA,ymgG,yciW,,ydcM
751,JW5051,JW5070,JW5091,JW5105,,JW5131,JW5152,JW5166,JW5180,JW5202,JW5216,JW5229
752,yaiU,ybcJ,ybeQ,ybiX,,yccX,yceP,ymfE,ycgN,ycjR,ydbL,ydcO
753,JW5053,JW5073,JW5094,JW5107,JW5120,JW5133,JW5153,JW5168,JW5181,JW5205,JW5217,JW5232
754,yaiZ,fimZ,ybfG,ybiN,ycaI,ymcD,flgH,ymfI,hlyE,abgA,paaD,ydcX
755,JW5056,JW5079,JW5095,JW5108,JW5123,JW5136,JW5155,JW5169,JW5185,JW5206,JW5221,JW5233
756,yajI,rzpD,ybfH,ybiO,ycbV,ymdF,yceF,ymfT,dhaH,ydaM,ydbD,yncA
757,JW5058,JW5081,JW5096,JW5109,JW5124,JW5137,JW5157,JW5172,JW5186,JW5207,,JW5177
758,yajQ,ybcV,kdpE,fsaA,ycbF,ycdG,ycfM,stfE,dhaL,ydaQ,,ymgD
762,JW5237,JW5248,JW5265,JW5276,JW5291,JW5303,JW5317,JW5339,JW5352,JW5371,JW5388,JW5405
763,yncM,marR,ydgJ,ydiQ,yeaJ,yebW,yodD,yegP,yehT,yfaZ,ypdA,yphG
764,JW5238,JW5249,JW5267,JW5280,JW5292,JW5306,JW5319,JW5340,JW5353,JW5372,JW5389,JW5406
765,sfcA,marA,slyA,pfkB,yeaP,yebB,yedS,gatR,yehU,yfbE,ypdH,yphH
766,JW5239,JW5250,,JW5283,JW5295,JW5307,JW5323,JW5344,JW5355,JW5373,JW5391,JW5407
767,bdm,eamA,,ydjY,yoaB,yecD,yodB,fbaB,pbpG,yfbJ,yfeA,yfhK
768,JW5240,JW5252,,JW5284,JW5296,JW5308,,JW5345,JW5356,JW5376,,JW5408
769,ddpA,ydfO,,ynjB,yoaC,yecN,,yegX,yohC,yfbT,,yfhB
770,JW5241,JW5253,JW5270,JW5285,,JW5309,JW5329,JW5346,JW5358,JW5377,JW5395,JW5409
771,yddV,gnsB,ydhO,ynjC,,yecM,dacD,yohN,yohH,yfcE,yfeW,yfiP
772,JW5243,JW5255,JW5272,JW5287,JW5300,JW5310,JW5335,JW5349,JW5361,JW5380,JW5400,JW5412
773,ydeN,essQ,ydhV,ynjE,proQ,yecT,nudD,yehL,yeiW,trmC,yfgH,yfiL
774,JW5245,,JW5273,JW5288,JW5301,JW5312,JW5336,JW5350,JW5362,JW5381,JW5402,JW5415
775,yneE,,sufB,ynjI,yebU,otsA,yegH,yehP,yeiP,yfcM,yfgJ,yfjD
776,JW5247,JW5263,JW5275,JW5289,JW5302,,JW5338,JW5351,,JW5384,JW5404,JW5418
777,yneI,clcB,ydiO,ydjH,yebV,,mdtA,yehR,,yfdL,sseB,yfjO
781,JW5419,JW5438,JW5455,JW5481,JW5776,JW5507,JW0696,JW1282,JW2729,JW0026,JW1464,JW5198
782,yfjP,ygbF,yqeJ,mltC,sgcX,yqiG,ybfD,ycjD,ygcK,fkpB,narU,yciX
783,JW5422,,JW5456,JW5503,JW5800,JW5542,,JW1822,JW0272,JW2875,JW5948,
784,ypjA,,ygeI,tolC,nadR,yhdP,,yebS,yagL,ubiH,yhfZ,
785,JW5424,JW5440,JW5457,,JW5441,JW3566,,JW2528,JW0746,JW2758,JW4064,JW2549
786,ypjC,ygcQ,pbl,,ygcR,rhsA,,yphB,modA,gudD,phnE,recO
787,JW5426,JW5444,JW5458,JW5531,JW5805,JW0692,JW0194,JW0055,JW3381,JW4056,JW4367,JW2564
788,yqaC,ygcE,ygeK,deaD,hyfI,ybfO,metI,yabP,malT,phnM,thrL,ung
789,JW5427,JW5445,JW5460,,JW5803,JW0689,JW0323,JW0285,JW3386,JW3518,,JW5416
790,ygaT,ygcG,ygeN,,ybhR,rhsC,prpB,yagX,glpR,tag,,recN
791,JW5428,JW5450,JW5461,JW5577,JW5142,,JW1730,JW0345,JW1651,JW3530,JW5076,JW2703
792,ygaY,ygdB,ygeQ,yigZ,ycdR,,ydjQ,yaiL,ydhB,glyS,ylcG,mutS
793,JW5431,JW5451,JW5475,,,,JW1780,JW0820,JW3384,JW1572,,JW2799
794,gutQ,ppdB,rpiA,,,,yeaN,yliH,rtcB,rspB,,mutH
795,JW5437,JW5454,JW5476,JW5707,JW5442,JW1451,JW0952,JW1948,JW3650,JW2505,,JW2862
796,rpoS,yqeH,ygfI,gspD,ygcU,rhsE,yccK,yedS,yidF,sseA,,xerD
800,JW2928,JW3718,JW5146,JW0617,JW1769,JW1449,JW2054,JW0533,,JW0487,JW1985,JW2057
801,mutY,gidB,ycdW,crcA,yeaD,yncG,yegD,ybcL,,ybbC,yeeT,yegK
802,JW2987,JW3719,JW1321,JW1055,JW1804,JW1495,JW2060,JW1229,JW1773,JW0620,JW1986,JW2098
803,parC,gidA,ycjZ,mviM,yoaD,ydeP,mdtB,ychE,yeaH,ybeH,yeeU,yehD
804,JW3038,JW3720,JW1494,JW1347,JW0124,JW1528,JW1089,JW0320,JW2134,JW0774,JW1987,JW2157
805,dnaG,mioC,ydeO,kil,yadH,ydeH,hinT,yahN,yeiA,ybhQ,yeeV,setB
806,JW3284,JW3784,JW1504,JW1370,JW0196,JW1621,JW0700,JW0265,JW0134,JW0899,JW2016,JW2291
807,pioO,xerC,ydeV,uspF,gmhB,rsxC,ybgI,yagI,yadM,ycaQ,wbbL,yfbU
808,JW3350,JW0119,JW2097,JW1536,JW0802,JW1668,JW1678,JW0280,JW0258,JW1135,JW2017,JW2331
809,dam,cueO,yehC,ydfJ,ybiR,ynhG,ydiK,yagT,ykgN,ymfN,wbbK,yfcQ
810,JW3610,,JW2333,JW1553,JW1096,JW1671,JW0261,JW1676,JW0362,JW1665,JW2019,JW2344
811,mutM,,yfcS,rem,ycfJ,sufD,yagE,ydiI,yaiT,ydhZ,wbbI,yfdC
812,JW3626,JW0969,JW2335,JW1554,JW1407,JW1784,JW0262,JW1511,JW0383,JW1955,JW2055,JW2356
813,trmH,ymcC,yfcU,hokD,ynbC,yeaQ,yagF,lsrG,ykiA,yedZ,yegI,yfdP
814,JW3677,,JW0049,JW1555,JW1445,JW1965,JW2162,JW1954,JW0450,JW1961,JW2056,JW2359
815,recF,,apaG,relE,yncC,yeeO,yeiU,yedY,ybaJ,yeeL,yegJ,yfdS
819,JW2374,JW1591,JW2284,JW0859,JW2907,JW3373,JW3774,JW0001,JW1070,JW3233,JW2637,JW0339
820,yfdY,mdtI,lrhA,aqpZ,yqgC,yhgG,hemY,thrA,flgL,acrE,gabT,mhpB
821,JW2399,JW1813,JW2573,,JW2918,JW3390,JW3872,JW0812,JW1312,JW3596,JW2944,JW0878
822,yfeN,yobF,clpB,,yggS,yzgL,yiiL,iaaA,ompG,rfaC,glcG,dmsB
823,JW2490,,JW0063,JW2343,JW2971,JW3480,JW3971,JW1737,JW1368,JW3599,JW3180,JW1215
824,yfgI,,araC,vacJ,yqhA,gadE,yjaA,astC,pinR,rfaZ,gltD,narG
825,JW2607,JW0718,JW0719,JW2817,JW3117,JW3483,JW3980,JW0588,JW1497,JW3603,JW3555,JW1216
826,yfjJ,sucD,mngR,yqeK,yraN,gadW,yjbB,entA,ydeR,rfaB,sgbE,narH
827,JW5921,JW1095,JW2779,JW2831,JW3178,JW3492,JW4272,JW0904,JW1867,JW3635,JW4054,JW1294
828,yfjS,ndh,gcvA,ygeP,yhcC,yhjG,yjhS,smtA,flhE,nlpA,phnO,puuB
829,JW2626,JW0799,JW3876,JW2400,JW3221,JW3548,JW4295,JW1082,JW1881,JW4282,JW4057,JW1471
830,yfjZ,ompX,rhaS,yfeR,yhdA,yiaL,yjiJ,pabC,flhD,fimG,phnL,fdnH
831,JW1151,JW1125,JW3698,JW2845,JW3337,JW3565,JW4310,JW2257,JW2503,JW4318,JW4059,JW2018
832,ycgZ,lit,bglH,ygfJ,frlD,yibF,yjiW,menB,pbpC,tsr,phnJ,wbbJ
833,JW1568,JW1531,JW0784,JW2848,JW3340,JW3572,JW4319,JW0136,JW2794,JW0264,JW4061,
834,ydfE,dcp,dinG,ygfM,yhfT,yibI,yjiZ,ecpD,ppdA,yagH,phnH,
838,JW2082,JW2701,JW2960,JW0326,JW2790,JW0581,JW2304,JW4048,JW0525,JW0040,JW5009,JW5234
839,gatZ,fhlA,hybE,prpE,recC,fepG,hisM,alsA,intD,fixA,hpt,ansP
840,JW2195,JW2770,JW2964,JW1409,JW3808,JW0685,JW2305,JW2756,JW0618,JW0333,JW5052,JW5278
841,napD,fucO,hybA,azoR,udp,kdpB,hisQ,rumA,cspE,lacA,ampH,arpB
842,JW2338,JW2771,JW3299,JW0030,JW3970,JW0816,JW2307,JW3136,JW0920,JW0341,JW5057,JW5354
843,yfcX,fucA,bfd,carA,purH,yliD,argT,rbfA,ssuE,mhpD,yajL,yohO
844,JW2692,JW2773,JW5689,JW0097,JW3656,JW1214,JW2885,JW3213,JW5963,JW2051,JW5071,JW5423
845,hycD,fucI,malP,mutT,yidL,narK,argK,tldD,blr,udk,sfmH,pinH
846,JW2693,JW2775,JW3575,JW0458,JW0059,JW1807,JW2942,,JW2300,JW2368,,JW5466
847,hycC,fucU,mtlR,apt,polB,manY,yghK,,folX,yfdE,,guaD
848,JW2694,JW2810,JW3864,JW2461,JW2502,JW1902,JW3239,JW0453,JW2604,JW3419,JW5134,JW5468
849,hycB,kduD,fdoH,purC,ndk,yecC,yhdZ,acrR,alpA,livF,cspH,ygfS
850,JW2695,JW2894,JW0037,JW2491,JW0334,JW2077,JW3442,JW2668,JW3029,JW4116,,JW5517
851,hycA,epd,caiB,guaA,lacY,gatB,nikB,recX,bacA,poxA,,yhaL
852,JW2700,JW2958,JW0038,JW2787,JW0452,JW2234,JW3578,JW3446,JW4015,JW2571,JW5184,JW5522
853,hypE,hybG,caiA,recD,acrA,glpT,lldP,nikR,aphA,kgtP,cvrA,tdcE
857,JW5541,,JW5777,JW5038,JW5189,JW5383,JW5807,JW5816,JW5908,JW5833,JW5842,JW5850
858,aaeX,,yjhT,ykgB,ychM,tfaS,leuB,ybfE,yddM,yeeJ,yphC,yqjF
859,,JW5944,JW5787,JW5041,JW5215,JW5385,JW5808,,JW5825,JW5834,JW5843,
860,,yhiM,yjiT,ykgE,ydbJ,yfdN,pcnB,,yneF,yeeY,norR,
861,JW5556,JW5693,JW5789,JW5060,JW5235,,,JW5818,JW5826,JW5836,JW5844,JW5852
862,gldA,yrfD,mcrC,bolA,yncH,,,potG,asr,cld,ygcI,yihO
863,JW5559,JW5710,JW5790,JW5084,JW5304,JW5420,JW5811,JW5819,JW5827,JW5837,JW5845,JW5853
864,yiiM,yrdA,yjiA,hokE,yebA,ypjM,fhiA,ybjS,ydhL,yegR,ygcS,ysgA
865,JW5563,JW5733,JW5792,JW5143,JW5325,JW5448,JW5812,JW5820,JW5910,JW5838,JW5846,JW5854
866,yiiF,yjdC,yjjM,ycdT,yeeL,ygdI,mbhA,ycfS,ydiD,yohG,ygeO,yigL
867,JW5575,JW5742,JW5486,JW5145,JW5326,JW5525,JW5813,JW5821,JW5830,JW5839,JW5847,JW5855
868,mobB,yjfN,glcF,ymdE,yoeA,tdcR,ykfC,emtA,yebN,yejO,prfB,recQ
869,JW5608,JW5755,JW5619,JW5170,JW5916,JW5607,JW5814,JW5822,JW5831,JW5840,JW5848,JW5856
870,yieP,yjgF,tnaB,ymfP,molR,hdfR,yaiF,abgT,znuA,elaD,yghO,trxA
871,JW5938,JW5761,,JW5171,JW5375,JW0488,JW5815,JW5823,JW5832,JW5841,JW5849,JW5857
872,yicM,yjgB,,ymfS,nuoC,ylbH,tfaD,ydcH,yedQ,prmB,yqhC,rbsD
876,JW5858,,JW0485,JW0616,JW5179,JW1501,JW1559,JW3516,,JW3947,,JW5434
877,yidX,,ybbP,dcuC,ymgH,hipB,ydfW,yhjX,,rplA,,ascG
878,JW5859,JW5868,JW0688,JW5067,JW5686,,JW0197,JW3581,JW5688,JW3134,,JW5165
879,dgoT,ulaG,ybfA,ybbN,gntU,,dkgB,yibK,rtcA,rpsO,,hflD
880,JW5860,,JW1015,JW5097,JW3933,JW3647,JW2460,JW3631,JW5322,JW5125,,JW0695
881,yidR,,ycdU,abrB,oxyR,ivbL,ypfJ,yicI,yedW,ycbW,,ybfL
882,JW5939,JW5953,JW2730,JW5112,JW3375,JW5080,JW0644,JW5002,JW5396,JW0502,,JW5874
883,yicJ,yjiP,ygcL,ybjG,bioH,rzoD,djlC,hokC,ypfH,glxK,,ydhM
884,,JW5871,JW1267,JW5132,JW2226,JW5089,JW0668,JW5003,JW5443,JW5603,JW5055,JW5876
885,,mcrB,cysB,etp,ubiG,lipB,ybfN,yaaY,ygcW,gpp,proY,yfeH
886,,,JW0162,JW5135,JW2904,JW5111,JW1166,,JW0939,JW1246,JW5258,JW5877
887,,,glnD,torS,speB,yliB,ycgJ,,ycbG,yciB,ynfC,ypeB
888,JW5864,JW5873,JW2042,JW5138,JW0022,JW5106,JW1083,,JW3037,JW2413,JW5259,JW5878
889,yrhA,prfC,wcaC,ycdH,rpsT,ybiM,yceG,,rpsU,yfeS,ynfD,csiE
890,JW5947,JW1830,JW0613,JW5176,JW1522,JW5262,JW3489,JW5188,,JW2064,JW5327,JW1058
891,aroK,yobA,dcuC,ycgH,marC,dmsD,yhjC,dhaR,,baeR,yeeP,flgM
895,JW4253,JW4125,JW0090,,,,,,,,,
896,fecI,yjeF,ddlB,,,,,,,,,
897,JW2556,JW3959,JW1026,,,,,,,,,
898,rseA,rsd,csgC,,,,,,,,,
899,JW4252,JW1982,JW1031,,,,,,,,,
900,fecR,flu,ymdA,,,,,,,,,
901,,JW5865,,,,,,,,,,
902,,yrfG,,,,,,,,,,
903,JW0583,JW5065,,,,,,,,,,
904,ybdA,ybbJ,,,,,,,,,,
905,JW1537,JW0738,,,,,,,,,,
906,ydfK,gpmA,,,,,,,,,,
907,JW1907,,,,,,,,,,,
908,fliA,,,,,,,,,,,
909,JW3682,JW1731,,,,,,,,,,
910,yidD,ydjR,,,,,,,,,,
914,JW3906,JW3713,JW5592,,,,,,,,,
915,priA,atpH,dapF,,,,,,,,,
916,JW4326,JW3714,JW0870,,,,,,,,,
917,dnaT,atpF,cydD,,,,,,,,,
918,JW1630,JW3715,JW1041,,,,,,,,,
919,pdxH,atpE,lpxL,,,,,,,,,
920,JW2308,JW3716,JW3711,,,,,,,,,
921,ubiX,atpB,atpG,,,,,,,,,
922,JW3709,JW3039,JW2795,,,,,,,,,
923,atpC,rpoD,thyA,,,,,,,,,
924,JW3710,,,,,,,,,,,
925,atpD,,,,,,,,,,,
926,JW4055,JW3400,,,,,,,,,,
927,phnN,gntK,,,,,,,,,,
928,JW3712,,,,,,,,,,,
929,atpA,,,,,,,,,,,
933,JW1693,,,,,,,,,,,
934,ydiA,,,,,,,,,,,
935,JW1225,,,,,,,,,,,
936,hns,,,,,,,,,,,
937,,,,,,,,,,,,
938,,,,,,,,,,,,
939,,,,,,,,,,,,
940,,,,,,,,,,,,
941,,,,,,,,,,,,
942,,,,,,,,,,,,
943,,,,,,,,,,,,
944,,,,,,,,,,,,
945,,,,,,,,,,,,
946,,,,,,,,,,,,
947,,,,,,,,,,,,
948,,,,,,,,,,,,
952,JW0807,JW0823,JW1181,JW3504,JW3359,JW2302,JW1596,JW1785,JW1427,JW1442,JW0009,JW0577
953,ybiW,dacC,ldcA,bcsE,mrcA,yfcI,ydgH,yoaG,ydcL,ydcZ,yaaH,ybdZ
954,JW0947,JW1406,JW0993,JW0310,JW0621,JW2040,JW2087,JW2116,JW2167,JW2204,JW2287,JW2430
955,yccT,ynbB,ycdI,yahD,ybeM,wcaE,yegV,yehW,yejE,rcsD,yfbQ,yfeG
956,JW0325,JW1395,JW2431,JW0125,JW0409,JW2919,JW3210,JW3435,JW3455,JW3481,JW3586,JW4106
957,prpD,paaY,yffI,yadI,yajO,yggT,aaeA,yhhP,yhiJ,mdtE,yibN,yjeK
958,JW4177,JW1991,JW4311,JW4334,JW0069,JW0074,JW1750,JW0413,JW0633,JW3829,JW1273,JW1838
959,ytfL,sbmC,hsdS,holD,setA,leuL,gdhA,thiI,cobC,mobA,pyrF,purT
960,JW1943,JW2309,JW1847,JW4067,JW2917,JW3135,JW0729,JW1921,JW3755,JW5119,JW5646,JW0486
961,vsr,purF,znuC,phnC,yggR,truB,tolA,fliE,rhoL,ycaM,envC,rhsD
962,JW0240,JW0998,JW5867,JW5869,JW5955,JW1656,JW1107,JW5851,JW3030,,,
963,yafY,ycdC,aidB,yjiK,bglJ,ydhQ,ycfZ,pnp,folB,,,
964,,,,,,,,,,,,
965,,,,,,,,,,,,
966,,,,,,,,,,,,
967,,,,,,,,,,,,
971,JW5702,JW3366,JW0242,JW3818,JW5678,JW2021,,,,,,
972,crp,pck,yafZ,rfaH,yrhC,glf,,,,,,
973,JW2138,JW3890,JW0694,JW1566,JW5386,JW3301,,,,,,
974,galS,tpiA,ybfQ,dicB,ypdJ,tufA,,,,,,
975,JW0715,JW3924,JW2625,JW1488,JW5897,JW3937,,,,,,
976,sucA,pflC,yfjY,gadB,yliA,trmA,,,,,,
977,JW0885,JW1115,JW0631,JW3485,JW5212,JW1367,,,,,,
978,pflA,phoQ,ybeA,gadA,rzpR,tfaR,,,,,,
979,JW1122,JW1223,JW4142,JW0549,JW5529,,,,,,,
980,icd,rssB,yjfL,nohB,yhbO,,,,,,,
981,JW1692,JW2063,JW0306,JW3460,JW5679,,,,,,,
982,pps,baeS,betT,pitA,rhsB,,,,,,,
983,JW2198,JW2214,JW1683,JW3943,JW1455,,,,,,,
984,mqo,atoC,aroD,tufB,ydcC,,,,,,,
985,JW2276,JW1819,JW2316,JW1541,JW3451,,,,,,,
986,nuoI,prc,usg,nohA,yhhI,,,,,,,
